chembl_id,name,smiles,inchi_key,molecular_weight,alogp,hbd,hba,psa,rotatable_bonds,heavy_atoms,max_phase
CHEMBL1093,ARTICAINE,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,QTGIAADRBBLJGA-UHFFFAOYSA-N,284.38,2.17,2.0,5.0,67.43,6.0,19.0,4.0
CHEMBL1094,FELBAMATE,NC(=O)OCC(COC(N)=O)c1ccccc1,WKGXYQFOCVYPAC-UHFFFAOYSA-N,238.24,0.96,2.0,4.0,104.64,5.0,17.0,4.0
CHEMBL1095,ETHOTOIN,CCN1C(=O)NC(c2ccccc2)C1=O,SZQIFWWUIBRPBZ-UHFFFAOYSA-N,204.23,1.3,1.0,2.0,49.41,2.0,15.0,4.0
CHEMBL1096,AMLEXANOX,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,SGRYPYWGNKJSDL-UHFFFAOYSA-N,298.3,2.75,2.0,5.0,106.42,2.0,22.0,4.0
CHEMBL94081,ALCLOFENAC,C=CCOc1ccc(CC(=O)O)cc1Cl,ARHWPKZXBHOEEE-UHFFFAOYSA-N,226.66,2.53,1.0,2.0,46.53,5.0,15.0,4.0
CHEMBL92401,IPRONIAZID,CC(C)NNC(=O)c1ccncc1,NYMGNSNKLVNMIA-UHFFFAOYSA-N,179.22,0.72,2.0,3.0,54.02,3.0,13.0,4.0
CHEMBL1098,BUPIVACAINE,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,LEBVLXFERQHONN-UHFFFAOYSA-N,288.44,3.9,1.0,2.0,32.34,5.0,21.0,4.0
CHEMBL1100,PARAMETHADIONE,CCC1(C)OC(=O)N(C)C1=O,VQASKUSHBVDKGU-UHFFFAOYSA-N,157.17,0.76,0.0,3.0,46.61,1.0,11.0,4.0
CHEMBL1101,BIPERIDEN,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,YSXKPIUOCJLQIE-UHFFFAOYSA-N,311.47,3.96,1.0,2.0,23.47,5.0,23.0,4.0
CHEMBL328560,SULTHIAME,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,HMHVCUVYZFYAJI-UHFFFAOYSA-N,290.37,0.26,1.0,4.0,97.54,2.0,18.0,4.0
CHEMBL1102,GLUTETHIMIDE,CCC1(c2ccccc2)CCC(=O)NC1=O,JMBQKKAJIKAWKF-UHFFFAOYSA-N,217.27,1.77,1.0,2.0,46.17,2.0,16.0,4.0
CHEMBL1103,FURAZOLIDONE,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,PLHJDBGFXBMTGZ-WEVVVXLNSA-N,225.16,0.97,0.0,6.0,98.18,3.0,16.0,4.0
CHEMBL1104,EDROPHONIUM,CC[N+](C)(C)c1cccc(O)c1,VWLHWLSRQJQWRG-UHFFFAOYSA-O,166.24,1.98,1.0,1.0,20.23,2.0,12.0,4.0
CHEMBL413965,FELBINAC,O=C(O)Cc1ccc(-c2ccccc2)cc1,QRZAKQDHEVVFRX-UHFFFAOYSA-N,212.25,2.98,1.0,1.0,37.3,3.0,16.0,4.0
CHEMBL1106,EPINASTINE,NC1=NCC2c3ccccc3Cc3ccccc3N12,WHWZLSFABNNENI-UHFFFAOYSA-N,249.32,2.47,1.0,3.0,41.62,0.0,19.0,4.0
CHEMBL1107,HALOFANTRINE,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,FOHHNHSLJDZUGQ-UHFFFAOYSA-N,500.43,8.64,1.0,2.0,23.47,10.0,33.0,4.0
CHEMBL1108,DROPERIDOL,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,RMEDXOLNCUSCGS-UHFFFAOYSA-N,379.44,3.68,1.0,4.0,58.1,6.0,28.0,4.0
CHEMBL94454,MIZOLASTINE,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,PVLJETXTTWAYEW-UHFFFAOYSA-N,432.5,3.41,1.0,6.0,70.05,5.0,32.0,4.0
CHEMBL1109,SULFAPHENAZOLE,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,QWCJHSGMANYXCW-UHFFFAOYSA-N,314.37,2.26,2.0,5.0,90.01,4.0,22.0,4.0
CHEMBL1110,ALOSETRON,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,JSWZEAMFRNKZNL-UHFFFAOYSA-N,294.36,2.41,1.0,3.0,53.92,2.0,22.0,4.0
CHEMBL94394,BUFEXAMAC,CCCCOc1ccc(CC(=O)NO)cc1,MXJWRABVEGLYDG-UHFFFAOYSA-N,223.27,1.91,2.0,3.0,58.56,6.0,16.0,4.0
CHEMBL316561,PROGLUMIDE,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,DGMKFQYCZXERLX-UHFFFAOYSA-N,334.42,2.3,2.0,3.0,86.71,10.0,24.0,4.0
CHEMBL1111,AMBRISENTAN,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,OUJTZYPIHDYQMC-LJQANCHMSA-N,378.43,3.52,1.0,5.0,81.54,7.0,28.0,4.0
CHEMBL1112,ARIPIPRAZOLE,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,CEUORZQYGODEFX-UHFFFAOYSA-N,448.39,4.86,1.0,4.0,44.81,7.0,30.0,4.0
CHEMBL1113,AMOXAPINE,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,QWGDMFLQWFTERH-UHFFFAOYSA-N,313.79,3.43,1.0,4.0,36.86,0.0,22.0,4.0
CHEMBL1115,PYRIDOSTIGMINE,CN(C)C(=O)Oc1ccc[n+](C)c1,RVOLLAQWKVFTGE-UHFFFAOYSA-N,181.22,0.57,0.0,2.0,33.42,1.0,13.0,4.0
CHEMBL1116,RALOXIFENE HYDROCHLORIDE,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,BKXVVCILCIUCLG-UHFFFAOYSA-N,510.06,6.08,2.0,6.0,70.0,7.0,34.0,4.0
CHEMBL1118,DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,KYYIDSXMWOZKMP-UHFFFAOYSA-N,263.38,2.73,2.0,3.0,43.7,4.0,19.0,4.0
CHEMBL319144,MINODRONIC ACID,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,VMMKGHQPQIEGSQ-UHFFFAOYSA-N,322.15,-0.12,5.0,5.0,152.59,4.0,20.0,4.0
CHEMBL328190,LASOFOXIFENE,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,GXESHMAMLJKROZ-IAPPQJPRSA-N,413.56,5.73,1.0,3.0,32.7,6.0,31.0,4.0
CHEMBL317052,REGADENOSON ANHYDROUS,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,LZPZPHGJDAGEJZ-AKAIJSEGSA-N,390.36,-2.43,5.0,12.0,186.46,4.0,28.0,4.0
CHEMBL99946,LEVOMILNACIPRAN,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,GJJFMKBJSRMPLA-DZGCQCFKSA-N,246.35,1.77,1.0,2.0,46.33,5.0,18.0,4.0
CHEMBL317094,IMIDAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,KLZWOWYOHUKJIG-BPUTZDHNSA-N,405.45,0.88,2.0,6.0,116.25,9.0,29.0,4.0
CHEMBL100116,PENTAZOCINE,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,VOKSWYLNZZRQPF-UHFFFAOYSA-N,285.43,3.88,1.0,2.0,23.47,2.0,21.0,4.0
CHEMBL1123,DICYCLOMINE,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,CURUTKGFNZGFSE-UHFFFAOYSA-N,309.49,4.4,0.0,3.0,29.54,7.0,22.0,4.0
CHEMBL1126,PENICILLIN G SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],FCPVYOBCFFNJFS-LQDWTQKMSA-M,356.38,0.86,2.0,4.0,86.71,4.0,23.0,4.0
CHEMBL1128,EDROPHONIUM CHLORIDE,CC[N+](C)(C)c1cccc(O)c1.[Cl-],BXKDSDJJOVIHMX-UHFFFAOYSA-N,201.7,1.98,1.0,1.0,20.23,2.0,12.0,4.0
CHEMBL1129,TRIFLURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,296.2,-0.8,3.0,6.0,104.55,2.0,20.0,4.0
CHEMBL1131,ACITRETIN,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,IHUNBGSDBOWDMA-AQFIFDHZSA-N,326.44,5.17,1.0,2.0,46.53,6.0,24.0,4.0
CHEMBL1133,OXYBUTYNIN CHLORIDE,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,SWIJYDAEGSIQPZ-UHFFFAOYSA-N,393.96,3.34,1.0,4.0,49.77,7.0,26.0,4.0
CHEMBL1134,DECAMETHONIUM BROMIDE,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],HLXQFVXURMXRPU-UHFFFAOYSA-L,418.3,3.52,0.0,0.0,0.0,11.0,18.0,4.0
CHEMBL1136,TELITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,LJVAJPDWBABPEJ-PNUFFHFMSA-N,812.02,4.93,1.0,14.0,171.85,11.0,58.0,4.0
CHEMBL1138,EZETIMIBE,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,OLNTVTPDXPETLC-XPWALMASSA-N,409.43,4.89,2.0,3.0,60.77,6.0,30.0,4.0
CHEMBL1139,EPOPROSTENOL,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,KAQKFAOMNZTLHT-OZUDYXHBSA-N,352.47,3.41,3.0,4.0,86.99,10.0,25.0,4.0
CHEMBL418995,AMINEPTINE,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,ONNOFKFOZAJDHT-UHFFFAOYSA-N,337.46,4.5,2.0,2.0,49.33,8.0,25.0,4.0
CHEMBL106258,AMINOREX,NC1=NCC(c2ccccc2)O1,SYAKTDIEAPMBAL-UHFFFAOYSA-N,162.19,1.07,1.0,3.0,47.61,1.0,12.0,4.0
CHEMBL110458,MIGALASTAT,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,LXBIFEVIBLOUGU-DPYQTVNSSA-N,163.17,-2.97,5.0,5.0,92.95,1.0,11.0,4.0
CHEMBL108545,METHYL SALICYLATE,COC(=O)c1ccccc1O,OSWPMRLSEDHDFF-UHFFFAOYSA-N,152.15,1.18,1.0,3.0,46.53,1.0,11.0,4.0
CHEMBL1144,PRAVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,TUZYXOIXSAXUGO-PZAWKZKUSA-N,424.53,2.44,4.0,6.0,124.29,10.0,30.0,4.0
CHEMBL1146,CEFAMANDOLE,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,OLVCFLKTBJRLHI-AXAPSJFSSA-N,462.51,-0.23,3.0,10.0,150.54,7.0,31.0,4.0
CHEMBL1148,TORSEMIDE,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,NGBFQHCMQULJNZ-UHFFFAOYSA-N,348.43,2.53,3.0,5.0,100.19,5.0,24.0,4.0
CHEMBL1149,LEVOCARNITINE,C[N+](C)(C)C[C@H](O)CC(=O)[O-],PHIQHXFUZVPYII-ZCFIWIBFSA-N,161.2,-1.81,1.0,3.0,60.36,4.0,11.0,4.0
CHEMBL1152,PREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,LRJOMUJRLNCICJ-JZYPGELDSA-N,402.49,2.13,2.0,6.0,100.9,3.0,29.0,4.0
CHEMBL110691,CHLORMADINONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,QMBJSIBWORFWQT-DFXBJWIESA-N,404.93,4.75,0.0,4.0,60.44,2.0,28.0,4.0
CHEMBL113178,SELENOMETHIONINE,C[Se]CC[C@H](N)C(=O)O,RJFAYQIBOAGBLC-BYPYZUCNSA-N,196.11,,,,,,,4.0
CHEMBL325041,BORTEZOMIB,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,GXJABQQUPOEUTA-RDJZCZTQSA-N,384.25,,,,,,,4.0
CHEMBL1159,PINACIDIL ANHYDROUS,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,IVVNZDGDKPTYHK-UHFFFAOYSA-N,245.33,2.35,2.0,3.0,73.1,2.0,18.0,4.0
CHEMBL1161,MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,WOFMFGQZHJDGCX-ZULDAHANSA-N,521.44,4.87,1.0,6.0,93.81,4.0,35.0,4.0
CHEMBL1162,NORETHINDRONE,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,VIKNJXKGJWUCNN-XGXHKTLJSA-N,298.43,3.49,1.0,2.0,37.3,0.0,22.0,4.0
CHEMBL1163,ATAZANAVIR,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,AXRYRYVKAWYZBR-GASGPIRDSA-N,704.87,4.21,5.0,9.0,171.22,14.0,51.0,4.0
CHEMBL1165,MOEXIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,UWWDHYUMIORJTA-HSQYWUDLSA-N,498.58,2.58,2.0,7.0,114.4,11.0,36.0,4.0
CHEMBL1166,ARGATROBAN,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,KXNPVXPOPUZYGB-IOVMHBDKSA-N,508.65,0.91,6.0,6.0,177.71,9.0,35.0,4.0
CHEMBL1167,SPECTINOMYCIN,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,UNFWWIHTNXNPBV-WXKVUWSESA-N,332.35,-2.93,5.0,9.0,129.51,2.0,23.0,4.0
CHEMBL1168,RAMIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,HDACQVRGBOVJII-JBDAPHQKSA-N,416.52,2.38,2.0,5.0,95.94,9.0,30.0,4.0
CHEMBL419213,LISINOPRIL,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,CZRQXSDBMCMPNJ-ZUIPZQNBSA-N,441.53,1.24,4.0,5.0,132.96,12.0,29.0,4.0
CHEMBL1169,AMINOSALICYLIC ACID,Nc1ccc(C(=O)O)c(O)c1,WUBBRNOQWQTFEX-UHFFFAOYSA-N,153.14,0.67,3.0,3.0,83.55,1.0,11.0,4.0
CHEMBL1170,TESTOSTERONE PROPIONATE,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,PDMMFKSKQVNJMI-BLQWBTBKSA-N,344.5,4.84,0.0,3.0,43.37,2.0,25.0,4.0
CHEMBL117287,PRUCALOPRIDE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,ZPMNHBXQOOVQJL-UHFFFAOYSA-N,367.88,2.09,2.0,5.0,76.82,6.0,25.0,4.0
CHEMBL1172,DESLORATADINE,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,JAUOIFJMECXRGI-UHFFFAOYSA-N,310.83,4.02,1.0,2.0,24.92,0.0,22.0,4.0
CHEMBL333826,DEQUALINIUM,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,PCSWXVJAIHCTMO-UHFFFAOYSA-P,456.68,6.17,2.0,2.0,59.8,11.0,34.0,4.0
CHEMBL1175,DULOXETINE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,ZEUITGRIYCTCEM-KRWDZBQOSA-N,297.42,4.63,1.0,3.0,21.26,6.0,21.0,4.0
CHEMBL1177,PEMOLINE,NC1=NC(=O)C(c2ccccc2)O1,NRNCYVBFPDDJNE-UHFFFAOYSA-N,176.18,0.6,1.0,3.0,64.68,1.0,13.0,4.0
CHEMBL119423,TISOPURINE,Sc1ncnc2[nH]ncc12,PYAOPMWCFSVFOT-UHFFFAOYSA-N,152.18,0.64,2.0,4.0,54.46,0.0,10.0,4.0
CHEMBL117785,TETRABENAZINE,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,MKJIEFSOBYUXJB-UHFFFAOYSA-N,317.43,3.24,0.0,4.0,38.77,4.0,23.0,4.0
CHEMBL1184,ACETYLCHOLINE CHLORIDE,CC(=O)OCC[N+](C)(C)C.[Cl-],JUGOREOARAHOCO-UHFFFAOYSA-M,181.66,0.26,0.0,2.0,26.3,3.0,10.0,4.0
CHEMBL1185,ZOLMITRIPTAN,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,287.36,1.92,2.0,3.0,57.36,5.0,21.0,4.0
CHEMBL338975,PHYSOSTIGMINE SALICYLATE,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)c1ccccc1O,HZOTZTANVBDFOF-PBCQUBLHSA-N,413.47,1.77,1.0,4.0,44.81,1.0,20.0,4.0
CHEMBL121663,DEQUALINIUM CHLORIDE,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21.[Cl-].[Cl-],LTNZEXKYNRNOGT-UHFFFAOYSA-N,527.58,6.17,2.0,2.0,59.8,11.0,34.0,4.0
CHEMBL1190,DECAMETHONIUM,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,MTCUAOILFDZKCO-UHFFFAOYSA-N,258.49,3.52,0.0,0.0,0.0,11.0,18.0,4.0
CHEMBL339427,TUBOCURARINE,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-URLMMPGGSA-O,609.74,6.7,2.0,7.0,80.62,2.0,45.0,4.0
CHEMBL338802,SULFAGUANIDINE,N=C(N)NS(=O)(=O)c1ccc(N)cc1,BRBKOPJOKNSWSG-UHFFFAOYSA-N,214.25,-0.56,4.0,4.0,122.06,2.0,14.0,4.0
CHEMBL1191,SULFAMETHIZOLE,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,VACCAVUAMIDAGB-UHFFFAOYSA-N,270.34,1.23,2.0,6.0,97.97,3.0,17.0,4.0
CHEMBL1193,PHENIRAMINE,CN(C)CCC(c1ccccc1)c1ccccn1,IJHNSHDBIRRJRN-UHFFFAOYSA-N,240.35,3.17,0.0,2.0,16.13,5.0,18.0,4.0
CHEMBL1194,PRILOCAINE,CCCNC(C)C(=O)Nc1ccccc1C,MVFGUOIZUNYYSO-UHFFFAOYSA-N,220.32,2.32,2.0,2.0,41.13,5.0,16.0,4.0
CHEMBL1195,PROPOXYCAINE,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,CAJIGINSTLKQMM-UHFFFAOYSA-N,294.39,2.56,1.0,5.0,64.79,9.0,21.0,4.0
CHEMBL1196,PROPARACAINE,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,KCLANYCVBBTKTO-UHFFFAOYSA-N,294.39,2.56,1.0,5.0,64.79,9.0,21.0,4.0
CHEMBL1197,HEXYLCAINE,CC(CNC1CCCCC1)OC(=O)c1ccccc1,DKLKMKYDWHYZTD-UHFFFAOYSA-N,261.36,3.15,1.0,3.0,38.33,5.0,19.0,4.0
CHEMBL1198,PRAMOXINE,CCCCOc1ccc(OCCCN2CCOCC2)cc1,DQKXQSGTHWVTAD-UHFFFAOYSA-N,293.41,2.97,0.0,4.0,30.93,9.0,21.0,4.0
CHEMBL1200,BENOXINATE,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,CMHHMUWAYWTMGS-UHFFFAOYSA-N,308.42,2.95,1.0,5.0,64.79,10.0,22.0,4.0
CHEMBL127516,BUTAMBEN,CCCCOC(=O)c1ccc(N)cc1,IUWVALYLNVXWKX-UHFFFAOYSA-N,193.25,2.23,1.0,3.0,52.32,4.0,14.0,4.0
CHEMBL1202,CIPROFLOXACIN HYDROCHLORIDE,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,DIOIOSKKIYDRIQ-UHFFFAOYSA-N,367.81,1.58,2.0,5.0,74.57,3.0,24.0,4.0
CHEMBL1205,NELFINAVIR MESYLATE,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,NQHXCOAXSHGTIA-SKXNDZRYSA-N,663.9,4.75,4.0,6.0,101.9,9.0,40.0,4.0
CHEMBL1208,CINOXACIN,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,VDUWPHTZYNWKRN-UHFFFAOYSA-N,262.22,0.84,1.0,6.0,90.65,2.0,19.0,4.0
CHEMBL334966,CANGRELOR,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,PAEBIVWUMLRPSK-IDTAVKCVSA-N,776.37,2.85,7.0,15.0,255.91,15.0,44.0,4.0
CHEMBL1214,CARBENICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,FPPNZSSZRUTDAP-UWFZAAFLSA-N,378.41,0.49,3.0,5.0,124.01,5.0,26.0,4.0
CHEMBL340978,BENOXAPROFEN,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,MITFXPHMIHQXPI-UHFFFAOYSA-N,301.73,4.34,1.0,3.0,63.33,3.0,21.0,4.0
CHEMBL1215,PHENYLEPHRINE,CNC[C@H](O)c1cccc(O)c1,SONNWYBIRXJNDC-VIFPVBQESA-N,167.21,0.65,3.0,3.0,52.49,3.0,12.0,4.0
CHEMBL1218,RAMELTEON,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,259.35,2.57,1.0,2.0,38.33,4.0,19.0,4.0
CHEMBL1219,RABEPRAZOLE,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,YREYEVIYCVEVJK-UHFFFAOYSA-N,359.45,2.99,1.0,5.0,83.09,8.0,25.0,4.0
CHEMBL1220,TINIDAZOLE,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,HJLSLZFTEKNLFI-UHFFFAOYSA-N,247.28,0.53,0.0,6.0,95.1,5.0,16.0,4.0
CHEMBL1221,SULCONAZOLE,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,AFNXATANNDIXLG-UHFFFAOYSA-N,397.76,6.52,0.0,3.0,17.82,6.0,24.0,4.0
CHEMBL135400,ZOPICLONE,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,GBBSUAFBMRNDJC-UHFFFAOYSA-N,388.82,1.57,0.0,7.0,91.76,2.0,27.0,4.0
CHEMBL1223,PENICILLIN G POTASSIUM,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],IYNDLOXRXUOGIU-LQDWTQKMSA-M,372.49,0.86,2.0,4.0,86.71,4.0,23.0,4.0
CHEMBL1224,ACRIVASTINE,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,PWACSDKDOHSSQD-IUTFFREVSA-N,348.45,4.02,1.0,3.0,53.43,6.0,26.0,4.0
CHEMBL344159,TOLVAPTAN,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,GYHCTFXIZSNGJT-UHFFFAOYSA-N,448.95,5.68,2.0,3.0,69.64,3.0,32.0,4.0
CHEMBL1229,OSELTAMIVIR,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,VSZGPKBBMSAYNT-RRFJBIMHSA-N,312.41,1.29,2.0,5.0,90.65,7.0,22.0,4.0
CHEMBL139367,PERAMIVIR ANHYDROUS,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,XRQDFNLINLXZLB-CKIKVBCHSA-N,328.41,-0.14,6.0,4.0,148.53,7.0,23.0,4.0
CHEMBL341812,IBUFENAC,CC(C)Cc1ccc(CC(=O)O)cc1,CYWFCPPBTWOZSF-UHFFFAOYSA-N,192.26,2.51,1.0,1.0,37.3,4.0,14.0,4.0
CHEMBL1231,OXYBUTYNIN,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,XIQVNETUBQGFHX-UHFFFAOYSA-N,357.49,3.34,1.0,4.0,49.77,7.0,26.0,4.0
CHEMBL1232,ERTAPENEM SODIUM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12.[Na+],ZXNAQFZBWUNWJM-HRXMHBOMSA-M,497.51,0.94,5.0,7.0,156.27,7.0,33.0,4.0
CHEMBL1233,CARISOPRODOL,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,OFZCIYFFPZCNJE-UHFFFAOYSA-N,260.33,2.02,2.0,4.0,90.65,7.0,18.0,4.0
